budget,revenue,genres_name,original_title
0,20000000,Comedy,Mr. Baseball
12000000,265452,Comedy,Life of Crime
6000000,9077700,Drama,Beasts of No Nation
40000000,124827316,Action,Ride Along 2
25000000,38748395,Horror,Little Shop of Horrors
5000000,98450062,Horror,The Visit
11000000,235483004,Comedy,American Pie
2053648,500000,Documentary,Beyond the Mat
85000000,59908565,Drama,The Good Shepherd
1000000,36764313,Drama,Rear Window
1200000,14363400,Drama,The Buddy Holly Story
0,13769,Comedy,The Pretty One
90000000,206172544,Action,The Expendables 3
3000000,10400000,Drama,Elmer Gantry
0,9504139,Comedy,Hysteria
0,4385312,Drama,Mrs. Soffel
40000000,120455994,Adventure,Eight Below
80000000,10166502,Action,The Great Raid
9250000,29174648,Drama,The Rose
22000000,24188922,Drama,Fair Game
0,17953778,Music,CB4
27000000,14683921,Drama,City of Joy
0,32710894,Fantasy,FernGully: The Last Rainforest
0,190000,Thriller,[REC] 4: Apocalipsis
0,4469460,Action,英雄本色
800000,62852,Drama,The Mudge Boy
0,7399763,Horror,High Spirits
11000000,1044824,Drama,Money for Nothing
50000000,709827462,Adventure,The Twilight Saga: New Moon
50000000,71561644,Action,Run All Night
0,4129250,Drama,Barbara
30000000,219076518,Comedy,Knocked Up
14000000,16656125,Adventure,Rough Cut
103000000,500188435,Animation,Rio 2
0,1999955,Drama,La double vie de Véronique
4000000,56666667,Comedy,Guess Who's Coming to Dinner
0,11220670,Drama,"The Adventures of Priscilla, Queen of the Desert"
4000000,1954937,Action,복수는 나의 것
150000000,1023784195,Animation,Zootopia
40000000,58662452,Adventure,Honey I Blew Up the Kid
8250000,30000000,Drama,Quo Vadis
8000000,1893139,Drama,Permanent Record
40000000,37279439,Drama,Snowden
40000000,158733820,Action,Sin City
0,2692037,Action,Blind Fury
0,402539,Family,And You Thought Your Parents Were Weird
967686,4270000,Comedy,Four Lions
35000000,39340177,Comedy,Furry Vengeance
12000000,78868508,Thriller,48 Hrs.
14000000,19777647,Drama,Le scaphandre et le papillon
50000,249905,Action,The Signal
6000000,11122090,Drama,We Are Your Friends
0,34153101,Fantasy,Cirque du Soleil: Worlds Away
25000000,84565230,Romance,Never Been Kissed
30000000,50451307,Comedy,Fever Pitch
50000000,113244290,Action,Rambo
0,21350,Comedy,Lenny Bruce: Swear to Tell the Truth
4500000,58853106,Romance,The Blue Lagoon
6000000,10409377,Drama,The Virgin Suicides
0,6000000,Animation,American Pop
0,194720,Thriller,重案組
80000000,163733697,Comedy,Four Christmases
0,24134,Comedy,Lolo
23000000,29541790,History,In the Valley of Elah
6500000,24793509,Comedy,Thank You for Smoking
15000000,59209,Comedy,Walk of Shame
2000000,70000000,Drama,Das Leben der Anderen
200000000,531865000,Action,World War Z
0,8800000,Drama,Scandal
105000000,133718711,Action,Point Break
40000000,24719215,Adventure,Big Miracle
20000000,121463226,Comedy,Superbad
0,2262223,Drama,Love Is Strange
16000000,4192440,Action,Red Scorpion
50000000,25035950,War,Free State of Jones
9000000,18130000,Action,Kaminey
0,5926128,Drama,Inventing the Abbotts
0,48752,Documentary,Live Nude Girls Unite!
0,3317662,Drama,13
0,7732325,Documentary,Born to Be Wild
130000000,49554002,Drama,Australia
150000000,331957105,Action,The Great Wall
22500000,29252978,Drama,Nocturnal Animals
0,55447968,Comedy,"Definitely, Maybe"
5000000,3305592,Comedy,Table 19
13000000,1646788,Drama,I Saw the Light
40000000,332000000,Adventure,Back to the Future Part II
0,22697691,Drama,Prelude to a Kiss
0,12416686,Comedy,Undercover Blues
2500000,764083,Drama,"Bodies, Rest & Motion"
19000000,70067909,Comedy,A Cinderella Story
1601792,253527,Drama,Batalla en el cielo
0,2334228,Adventure,Meru
94000000,95311434,Drama,金陵十三釵
1300000,72266306,Action,Vanishing Point
40000000,222300000,Animation,The Little Mermaid
13000000,73180723,Comedy,"Dude, Where’s My Car?"
40000000,10959475,Action,Extreme Ops
25000000,93617009,Drama,The Fighter
13000000,20560255,Thriller,Child's Play 3
8,33579813,War,웰컴 투 동막골
0,4631,Drama,Ashby
0,66456,Horror,From Within
110000000,177238796,Thriller,The A-Team
5000000,58978653,Thriller,The Gift
3000000,14016568,Comedy,Love & Friendship
7000000,453079,Comedy,The Extra Man
15000000,32056467,Animation,Robin Hood
20000000,135680000,Family,The Jungle Book 2
14000000,13551174,Thriller,Red Lights
3000000,18492362,Comedy,Super Troopers
0,138730,Drama,Bir zamanlar Anadolu'da
0,32846,Drama,A Field in England
75000000,220021259,Thriller,Inferno
42000000,363889678,Romance,Notting Hill
0,1400000,Drama,American Flyers
33000000,244386864,Action,Rush Hour
15000000,21000000,Drama,Flicka
50000000,42277365,Action,Escape from L.A.
32000000,60740827,Drama,A History of Violence
12000000,41205099,Comedy,Happy Gilmore
100000,22000000,Mystery,The Legend of Boggy Creek
0,233755553,Adventure,Alvin and the Chipmunks: The Road Chip
1000000,2402459,Comedy,Sidewalks of New York
4000000,9221,Horror,The Sacrament
886000,2600000,Comedy,Swing Time
50000000,170128460,Drama,Shall We Dance?
0,1250000,Drama,Premature Burial
110000000,103951461,Animation,Home on the Range
2700000,15992615,Drama,Before Sunset
3860000,64076736,Action,一代宗師
10000000,150000000,Fantasy,西游记之大圣归来
54000000,7266209,Drama,Gigli
500000,11276,Drama,Peter and Vandy
6000000,161000000,Drama,A Star Is Born
12000000,3148182,Drama,Two Lovers
150000000,374218673,Action,Batman Begins
14500000,65497208,Action,Taxi 3
30000000,36160375,Comedy,Larry Crowne
0,1305887,Drama,The Fourth War
0,21520719,Comedy,Just Wright
150000000,378858340,Action,Mad Max: Fury Road
0,16803753,Drama,Hollywoodland
4000000,9797098,Horror,Bad Dreams
10721568,2978994,Drama,नीरजा
0,11449638,Comedy,Material Girls
0,369975,Comedy,Me Myself I
20000000,27187375,Animation,Khumba
355000,1012189,Horror,Dracula
54000000,136766062,Crime,The Godfather: Part III
20000000,7227038,Thriller,Gold
24000000,2642983,Drama,One Night Stand
6400000,18000000,Drama,रान्झाना
1,8500000,Drama,Modern Times
6000000,48027970,Drama,The Last King of Scotland
15000000,2042530,Comedy,Big Bully
0,152761,Drama,The Secret Scripture
0,36611610,Comedy,Gung Ho
2196531,2411594,Comedy,FC Venus
0,887029,Documentary,More Than a Game
7000000,10000000,Drama,Sylvia
59000000,383257136,Animation,Ice Age
9750000,558000,Drama,The Lazarus Project
13000000,8038508,Drama,Dead Ringers
24000000,14782676,Comedy,Out Cold
17000000,97542952,Horror,Evil Dead
0,26488,Documentary,"Hey, Boo: Harper Lee & To Kill a Mockingbird"
0,2642899,Documentary,He Named Me Malala
0,634074,Drama,Wassup Rockers
50000000,9448082,Drama,Goya's Ghosts
151000,8000000,Drama,Ποτέ την Κυριακή
0,135893,Drama,Close My Eyes
88000000,108539911,Romance,Cinderella Man
31000000,28000000,Drama,Tristan & Isolde
4000000,6101046,Action,Battle for Terra
0,48720000,Comedy,Zweiohrküken
0,3106835,Drama,Illegal Tender
50000000,10382407,Drama,The Scarlet Letter
15000000,146497771,Horror,Mama
36000000,50159144,Drama,Breakdown
0,42160849,Drama,White Nights
50000000,38502340,Drama,Dream House
0,3572443,Comedy,Major League: Back to the Minors
13000000,48065672,Comedy,21 & Over
7700000,1072602,Drama,Coriolanus
200000000,1025491110,Family,Alice in Wonderland
57000000,149217355,Action,Ghost Rider: Spirit of Vengeance
25000000,77278331,Action,The Grey
0,18315000,Animation,Иван Царевич и Серый Волк 2
0,49579269,Action,Revenge of the Pink Panther
0,306,Drama,Sinapupunan
20000000,54586584,History,Milk
5000000,368744044,Comedy,My Big Fat Greek Wedding
0,13102295,Horror,Long Time Dead
0,8125592,Action,Dead Bang
37000000,37962774,Comedy,Howard the Duck
0,386749,Documentary,Buck
25000000,13000000,Drama,Brokedown Palace
50000000,100020092,Thriller,Don't Say a Word
0,5438927,Thriller,Gray Lady Down
12000000,114194847,Music,Step Up
20000000,18432000,Adventure,Ladyhawke
0,16627188,Action,Everyone's Hero
12000000,19000000,Action,சிவாஜி
20000000,16863583,Action,The Cold Light of Day
0,52164,Documentary,L'image manquante
185000000,786636033,Adventure,Indiana Jones and the Kingdom of the Crystal Skull
0,14134877,Action,Tank
100000000,202026112,Comedy,Fun with Dick and Jane
16000000,92823546,Comedy,When Harry Met Sally...
250000000,1084939099,Action,The Dark Knight Rises
31000000,128499205,Drama,Out of Africa
9600000,2541554,Drama,Truth
0,30668,Horror,The Bay
0,2340,Drama,뫼비우스
3500000,1492523,Drama,Dans les forêts de Sibérie
25000000,2054941,Action,Man of Tai Chi
50000000,50068310,Crime,Absolute Power
9000000,4600000,History,Anthropoid
0,61700000,Action,るろうに剣心
6500000,28451622,Crime,Go
0,3662459,Comedy,Cabin Boy
940000,5100000,Drama,ஓ காதல் கண்மணி
0,3832228,Action,North Shore
0,2683519,Horror,Hello Mary Lou: Prom Night II
5000000,11642254,Horror,Halloween 5: The Revenge of Michael Myers
0,35348597,Romance,A Goofy Movie
7000000,191125,Drama,The Indian Runner
0,850259,Comedy,¿Quién mató a Bambi?
5000000,75143,Drama,Better Living Through Chemistry
40000000,96618699,Thriller,8MM
195000000,197687603,Action,Jack the Giant Slayer
0,641,History,Hammer of the Gods
5000000,42365581,Family,Time Bandits
28000000,58795814,Action,Agent Cody Banks
143149,645135,Family,تین بہادر
57000000,159055768,Crime,Demolition Man
163000000,174822325,Action,Cowboys & Aliens
40000000,171539887,Thriller,John Wick: Chapter 2
0,4215859,Comedy,Hot Pursuit
0,14000000,Crime,Papanasam
0,37884,Action,Yip Man: The Final Fight
1500000,1938,Comedy,Best Man Down
558000,2227000,Drama,Mata Hari
8000000,18948425,Drama,Akeelah and the Bee
180000000,758539785,Fantasy,Maleficent
2000000,4635300,Drama,Locke
0,28023563,Adventure,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）
16000000,11301649,Action,해운대
35000000,43650785,Comedy,Welcome Home Roscoe Jenkins
100000000,278731369,Action,The Tourist
0,124693,Drama,Oleanna
44000000,300400432,Action,Rambo: First Blood Part II
13000000,8475466,Comedy,Wise Guys
40000000,8251071,Action,Christopher Columbus: The Discovery
25530000,20080020,Adventure,Flipper
0,1000000,Romance,Luv
17000000,73244881,Romance,To Rome with Love
0,1982505,Crime,A Bigger Splash
13000000,1832541,Drama,Crooked Arrows
0,1301696,Documentary,The Wolfpack
2600000,1479042,Horror,Il cartaio
50000000,142851197,Comedy,"Crazy, Stupid, Love."
0,65088797,Comedy,*batteries not included
0,83027924,Comedy,Fack ju Göhte 2
250000000,933959197,Adventure,Harry Potter and the Half-Blood Prince
19000000,141407024,Action,Bad Boys
11000000,807535,Thriller,Le Moine
800000,921548,Drama,La battaglia di Algeri
25000000,36400360,Comedy,Vegas Vacation
0,30229977,Romance,Far from the Madding Crowd
3000000,15119639,Drama,Muriel's Wedding
60000000,163403799,Thriller,The Happening
80000000,274470394,Thriller,The Expendables
4200000,10000000,Romance,Heropanti
13000000,318000141,Horror,The Conjuring
8500000,70600000,Drama,All the President's Men
11000000,78874843,Drama,If I Stay
17000000,33000000,Science Fiction,Tron
20000000,39300000,Family,Alpha and Omega
80000000,39459427,Fantasy,The Legend of Bagger Vance
11000000,12935800,Comedy,La peggior settimana della mia vita
60000000,66976317,Adventure,Joan of Arc
0,2189047,Drama,Russkies
80000000,91188905,Horror,The Haunting
1000000,1744858,Comedy,The Broken Hearts Club: A Romantic Comedy
6700000,12118661,Crime,Cien años de perdón
26000000,61489265,Drama,Flatliners
35000000,46216641,Action,Parker
0,58840,Documentary,Crime After Crime
19000000,19738015,Drama,Dad
0,23570541,Drama,Hitchcock
31000000,134095253,Drama,Scent of a Woman
20000000,1675706,Comedy,Marci X
0,13885802,Documentary,Touching the Void
0,49667,Drama,Difret
609000,3202000,Comedy,Top Hat
22000000,28744356,Action,Starman
0,65595485,Action,The Hard Way
6000000,1530216,Drama,キャシャーン
15000000,77000000,Action,シン・ゴジラ
1200000,103911669,Horror,Saw
60000000,164433867,Comedy,Daddy Day Care
0,17808,Comedy,La nuit américaine
6788000,13878334,Comedy,Drop Dead Fred
10500000,42070000,Drama,The Salvation
20000000,21284514,Fantasy,To Die For
0,1841260,Drama,A Love Song for Bobby Long
1000000,4235151,Drama,Dabba
73000000,151493655,Drama,The Bone Collector
2000000,30,Thriller,Zyzzyx Road
0,60,Comedy,Billy Gardell: Halftime
3000000,19472057,Horror,Friday the 13th Part VI: Jason Lives
25000000,56505065,Action,Tombstone
35000000,140795793,Comedy,Trainwreck
0,41410568,Romance,Pale Rider
17000000,115350426,Comedy,Pitch Perfect
12000000,22750363,Drama,Rudy
0,957240,Drama,Texas Killing Fields
9200000,21000000,Action,Arrambam
40000000,114830111,Romance,The Lake House
27000000,29000000,Horror,Case 39
30000000,47042000,Action,Looper
10000000,6272403,Action,Max Steel
0,87600000,Documentary,The Living Sea
75000000,108000000,Action,Three Kings
0,44057737,Animation,キュレムVS聖剣士ケルディオ
0,19910002,Action,Breathless
4000000,20045115,Comedy,Life of Brian
0,4187,Comedy,A Case of You
32000000,27635305,Adventure,The Road
0,6472990,Drama,Star 80
137731,1778391,Adventure,Paws
53000000,157387195,Action,Crimson Tide
1800000,21107746,Drama,Beasts of the Southern Wild
2000000,11125849,Drama,Vals Im Bashir
5000000,40266982,Crime,La mala educación
0,29235353,Comedy,Romy and Michele's High School Reunion
0,38901218,Drama,Romeo and Juliet
15000000,30127963,Drama,When the Game Stands Tall
280379,364937,Horror,Dracula: Prince of Darkness
30000000,35078241,Drama,Miss Potter
135000000,245623848,Fantasy,Teenage Mutant Ninja Turtles: Out of the Shadows
0,45250,Comedy,My Awkward Sexual Adventure
40000000,5446000,Adventure,Black Gold
56000000,113006880,Action,The Pacifier
100000000,347451894,Adventure,National Treasure
0,331000,Comedy,Salome's Last Dance
2000000,38135878,Drama,Адмиралъ
14000000,320145693,Romance,Fatal Attraction
0,1519796,Horror,Stepfather II: Make Room For Daddy
15000000,76286096,Drama,United 93
5000000,26888376,Comedy,Clerks II
60000000,218340595,Crime,Jack Reacher
68000000,29762011,Adventure,Mystery Men
0,17487531,Drama,White Palace
50000000,10541523,Action,Mad City
0,928391,Comedy,FBI: Frikis buscan incordiar
17000000,14899417,Drama,Away We Go
0,525,Crime,Meeting Evil
2500000,107559,Drama,Sleep Dealer
55000000,187361754,Comedy,Mr. Popper's Penguins
0,1108462,Thriller,Heathers
40000000,191185897,Action,The Living Daylights
23000000,43984230,Drama,The Last Emperor
0,8692426,Comedy,Mischief
1200000,1404,Crime,Poor White Trash
180000000,748806957,Adventure,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
0,199436,Drama,Bitch Slap
85000000,311312624,Crime,Ocean's Thirteen
12000000,9584131,Action,Banlieue 13
6500000,51079064,Comedy,Silver Streak
0,9518342,Comedy,From the Hip
2900000,5596708,Drama,Central do Brasil
20000000,6819587,Crime,Flawless
0,42776760,Action,少林足球
4500000,7390108,Crime,Requiem for a Dream
4500000,123820,Comedy,The Romantics
0,10000000,Documentary,What the #$*! Do We (K)now!?
800000,1984662,Horror,Død snø
0,15000,Drama,Breathe In
20000000,22471595,Fantasy,Xanadu
0,14347000,Horror,You're Next
7000000,6860853,Drama,"Deux jours, une nuit"
25000000,80936232,Action,Jimmy Neutron: Boy Genius
15000000,120207127,Adventure,Lethal Weapon
0,985007,Drama,The Disappearance of Eleanor Rigby: Them
15000000,52970014,Comedy,Big Fat Liar
0,254190,Documentary,The War Tapes
0,606694,Science Fiction,El exterminador de la carretera
0,1221366,Fantasy,Mr. North
11000000,72778712,Action,Jackass Number Two
0,4367497,Action,El día de la bestia
0,28641776,Drama,Love & Mercy
15000000,36869414,Drama,Ex Machina
5000000,1189612,Horror,Repentance
0,3082901,Romance,Zot van A
6000000,245066411,Drama,The Godfather
85000000,194168700,Comedy,The Holiday
58000000,352194034,Adventure,GoldenEye
10000000,26330482,Crime,Saving Grace
12000000,80000000,Adventure,Lobo Guerreiro
38000000,112343513,Comedy,How to Be Single
15000000,40590000,Comedy,Three Fugitives
0,3370574,Comedy,El robobo de la jojoya
0,119919,Comedy,Crazy Love
27000000,14859394,Drama,Music of the Heart
30000000,33013805,Comedy,Confessions of a Dangerous Mind
13500000,3342697,Adventure,Robinson Crusoe
0,15530077,Drama,La finestra di fronte
7200000,2300000,Adventure,Mio min Mio
20000000,8352885,Action,Hummingbird
95000000,114178613,Adventure,Seventh Son
9000000,44196684,Horror,Child's Play
0,3021629,Comedy,Princess Caraboo
0,129795554,Drama,An Officer and a Gentleman
42000000,60845711,Action,Snatched
5600000,18469680,Thriller,[REC]²
17000000,12355798,Action,Seeking Justice
14000000,185438673,Adventure,The Spy Who Loved Me
40000000,38172500,Fantasy,Quest for Camelot
40000000,141069860,Comedy,Shallow Hal
62000000,107879496,Comedy,The American President
39000000,35287788,Animation,Frankenweenie
8500000,32222567,Horror,The Lost Boys
4000000,31584901,Comedy,Scoop
8000000,59612888,Comedy,Fletch
44000000,63327201,Action,The Host
105000000,408579038,Adventure,Ice Age: Collision Course
60000000,105178561,Crime,Along Came a Spider
220000000,1519557910,Science Fiction,The Avengers
75000000,14010690,Horror,Virus
350000,29400000,Horror,The Evil Dead
2600000,2850263,Action,Airborne
0,126737428,Action,Smokey and the Bandit
3537415,1390172,Comedy,Toni Erdmann
100000000,230884728,Drama,Constantine
2000000,11540607,Crime,Boys Don't Cry
0,40000,Drama,Le Règne de la beauté
26000000,36800000,Action,Highlander III: The Sorcerer
0,50673078,Animation,アルセウス 超克の時空へ
22000000,15400000,Thriller,Out of the Furnace
0,30,Drama,The Getaway
100000,444098,Drama,Upstream Color
20000000,229400000,Comedy,La vita è bella
0,11,Drama,북촌방향
19000000,8247943,Horror,The Blob
878000,10462500,Drama,Casablanca
0,14947,Horror,Zombeavers
12000000,84500122,Comedy,The Santa Clause 3: The Escape Clause
0,161410,Comedy,Sleep with Me
0,1751330,Drama,American Honey
17000000,129042871,Comedy,Mean Girls
300000,2750275,Comedy,Oh Boy
2000000,9250000,Drama,Lolita
150000000,709709780,Adventure,Transformers
22000000,50750000,Drama,A Bridge Too Far
8000000,60641,Drama,Hallam Foe
27000000,16519460,Fantasy,Krull
3200000,5332926,Drama,Beginners
300000,1750211,Documentary,Murderball
3500000,7339398,Drama,회사원
90000000,174578751,Adventure,Percy Jackson: Sea of Monsters
32000000,147332697,Thriller,Source Code
13000000,2636637,Drama,Find Me Guilty
0,121,Drama,Sunrise: A Song of Two Humans
3400000,31063038,Comedy,High Anxiety
19000000,2119994,Family,The Nutcracker
30000000,53898845,Action,The Three Musketeers
16000000,34786960,Action,Ji jie hao
1250000,8500000,Crime,Niagara
10000000,30658387,Mystery,When the Bough Breaks
3250000,32788,Drama,Local Color
4000000,87404651,Animation,Peter Pan
0,11129057,Drama,Falling in Love
30000000,54819301,Comedy,The Three Stooges
0,2681345,Comedy,Fading Gigolo
0,28281,Horror,The Nightmare
0,4706919,Fantasy,Dorian Gray
0,6149791,Comedy,In the Loop
18000000,25005257,Crime,Before the Devil Knows You're Dead
80000000,96105964,Drama,The Manchurian Candidate
0,11000000,Comedy,Cold Turkey
0,24689703,Comedy,Summer Rental
10500000,100659,Action,Precious Cargo
85000000,222231186,Adventure,Jumper
90000000,263920180,Adventure,The Fifth Element
9000000,8303261,Romance,Bel Ami
12000000,307166834,Romance,The Fault in Our Stars
0,810455,Drama,"In weiter Ferne, so nah!"
0,680224,Crime,Navajeros
747000,44566,Mystery,La mariée était en noir
0,34664,Documentary,The Pirate Bay: Away From Keyboard
1119000,2019000,Drama,The Gorgeous Hussy
0,7,Animation,He-Man and She-Ra: The Secret of the Sword
20000000,46089287,Comedy,The World's End
15000000,64256513,Comedy,Wag the Dog
10000000,598645,Comedy,Swept Away
0,1675484,Thriller,The Breed
100000000,94882889,War,Green Zone
30000000,82150642,Drama,Elizabeth
5000000,846704,Drama,Atlas Shrugged Part III: Who is John Galt?
5,85,Action,Every Which Way But Loose
65000,416498,Romance,Tiny Furniture
13000000,51723285,Action,狄仁傑之通天帝國
25000000,71009334,Thriller,The Counselor
0,17000000,Action,பைரவா
62000000,127666415,Action,U-571
0,35114428,Comedy,Summer School
6000000,50244700,Science Fiction,Escape from New York
0,5151936,Drama,Melissa P.
23000000,51881013,Adventure,Jaws: The Revenge
6000000,213954274,Drama,Dirty Dancing
10000000,83557872,Thriller,Snatch
52000000,75450437,Comedy,The Change-Up
18000000,871279,Crime,Carlos
5000000,13269963,Drama,Lone Star
0,2744253,Comedy,Comedian
0,215576,Comedy,Happythankyoumoreplease
0,9930095,Thriller,Our Kind of Traitor
0,13418091,Drama,Extremities
55000000,330444045,Comedy,Meet the Parents
7000000,3218666,Action,Balada triste de trompeta
5000000,1296184,Action,"War, Inc."
15000000,20566327,Action,Keanu
0,7185518,Action,Paradise Alley
200000000,559852396,Animation,Cars 2
20000000,80547866,Horror,Vampires Suck
100000000,142337240,Action,Power Rangers
0,223003,Comedy,Dr. Cabbie
28000000,10126458,Horror,Shark Night
1750000,2200000,Adventure,Legend of the Lost
20000000,16974459,Action,Death Sentence
150000000,215283742,Fantasy,The Sorcerer's Apprentice
15000,193355800,Horror,Paranormal Activity
26000000,109449237,Comedy,The 40 Year Old Virgin
0,473993,Drama,The Stone Angel
15000000,21032267,Comedy,Punchline
28000000,186438883,Drama,Walk the Line
7000000,7644937,Drama,Last Night
60000000,80154140,Drama,Runaway Jury
11000000,4491986,Crime,Curse of the Pink Panther
1500000,30553394,Horror,Cabin Fever
1000000,9138338,Drama,The Sessions
0,126,Action,Khiladi 786
13800000,52293982,Drama,The Color of Money
26000000,38793283,Adventure,Clockstoppers
105000000,716392705,Science Fiction,Gravity
21000000,43928932,Action,The Transporter
1200000,2736000,Action,The Charge of the Light Brigade
11800000,40272135,Romance,Carol
1500000,30448000,Horror,[REC]
72000000,96889998,Drama,Jarhead
225000000,419651413,Adventure,The Chronicles of Narnia: Prince Caspian
5000000,5476060,Action,Made
7500000,296000000,Comedy,Look Who's Talking
0,17381942,Crime,Murder in the First
0,57252,Crime,Keys to Tulsa
0,404,Drama,Illégal
0,39598448,Western,Cipolla Colt
36000000,44350926,Action,A Man Apart
0,337812,Horror,Night Game
0,6132924,Comedy,Folks!
1500000,418961,Action,Killing Zoe
5000000,3099314,Thriller,Take Shelter
0,11879046,Comedy,Dans la maison
5000000,2970,Science Fiction,Philadelphia Experiment II
15000000,4627375,Drama,Atlas Shrugged Part I
60000000,31720158,Drama,The Soloist
0,28208,Drama,"Like Sunday, Like Rain"
16000000,68411275,Adventure,Pokémon 3: The Movie
7000000,46488,Crime,Ca$h
10000000,25605015,Comedy,Can't Hardly Wait
802000,4371000,Drama,For Me and My Gal
260000000,284139100,Action,John Carter
120000,14904,Drama,Vulgar
6000000,102272727,Comedy,Mary Poppins
13000000,16929123,Drama,Crazy/Beautiful
25000000,8613462,Action,The Bounty
230000,25000000,Horror,The Hills Have Eyes
18000000,40239,Action,Der rote Baron
0,41232,Comedy,Happy New Year
5000000,16554699,Thriller,Shocker
1000000,2228115,Thriller,Пиковая дама: Черный обряд
0,19204593,Animation,この世界の片隅に
9000000,46,Comedy,Death at a Funeral
4000000,6000000,Action,Topaz
4000000,350006,Drama,The Face of Love
2000000,21665468,Drama,Como agua para chocolate
50000000,41482207,Comedy,Gremlins 2: The New Batch
22000000,67642693,Action,Sudden Impact
700000,2594000,Drama,Grand Hotel
1700000,8844595,Action,Battle for the Planet of the Apes
0,1300000,Adventure,Creature from the Black Lagoon
15000000,12308521,Comedy,Club Paradise
8000000,27187653,Drama,A Passage to India
45000000,11203026,Adventure,Deep Rising
40000000,151161491,Drama,Vantage Point
24000000,21049053,Adventure,The Wiz
20500000,87987055,Thriller,Jaws 3-D
28000000,33000337,Thriller,Dracula 2000
10700000,1238080,Action,"Car 54, Where Are You?"
0,5624282,Horror,Phantoms
0,37285,Family,Match
35000000,116980662,Horror,Warm Bodies
0,204660,Drama,Sleepwalking
44000000,3484331,Action,Heaven's Gate
1500000,9600000,Comedy,Mr. Smith Goes to Washington
0,921974,Animation,La tortue rouge
18000000,25739015,Action,RockNRolla
25000000,64437847,Action,Kiss of the Dragon
0,144633,Comedy,Terri
7000000,3646994,Drama,The Cat's Meow
61000000,369330363,Mystery,Gone Girl
0,18000,Drama,Every Day
3900000,28350000,Drama,A Man for All Seasons
30000000,90259536,Mystery,Identity
33000000,49100000,Fantasy,La Belle et la Bête
5000000,6341855,Horror,Incarnate
5000000,26010864,Drama,The Elephant Man
2200000,21930418,Horror,Friday the 13th: A New Beginning
722083,499168,History,Поводир
8000000,11715321,Action,Used Cars
30000000,495303,Adventure,Idiocracy
110000000,470490832,Action,San Andreas
65000000,128905366,Science Fiction,Blade: Trinity
0,486021,Mystery,Paranoid Park
0,3337685,Drama,Squanto: A Warrior's Tale
0,235432,Drama,"Все умрут, а я останусь"
0,3983997,Horror,Eden Lake
0,1117920,Comedy,Little Manhattan
25000000,27122040,Adventure,The Eagle
0,1373728,Comedy,Daddy's Dyin'... Who's Got the Will?
0,1942423,Drama,Madame Bovary
0,8100000,Drama,Shoot the Moon
0,1347747,Drama,وجدة‎‎
150000000,836297228,Science Fiction,Transformers: Revenge of the Fallen
0,15504,Documentary,One Bright Shining Moment
120000000,227817248,Action,The Green Hornet
6000000,31000,Drama,Королёв
0,8022000,Western,Rooster Cogburn
1200000,2600000,Comedy,But I'm a Cheerleader
12000000,7070330,Adventure,The Secret of Moonacre
6000000,4588176,Action,Шпион
35000000,68349884,Horror,Ghost Ship
30000000,196114570,Drama,The Vow
0,1113277,Drama,Krigen
7000000,20256975,Action,Action Jackson
0,10082,Drama,The Locusts
40000000,149295601,Action,Lone Survivor
1,5,Drama,East of Eden
80000000,169852759,Comedy,Zookeeper
6000000,14717854,Drama,Orca: The Killer Whale
30000000,15395087,Drama,Anonymous
0,5200000,Drama,The Comedians
38000000,29907685,Horror,Pulse
55000000,11466088,Action,Turbulence
30000000,102820008,Drama,Love & Other Drugs
0,422,Drama,2:22
85000000,162242962,Drama,Memoirs of a Geisha
25000,25000,Action,Lost in the Sun
0,544476,Horror,The Satanic Rites of Dracula
0,101300000,Comedy,Stir Crazy
11000000,3639345,Action,Empire State
0,1000000,Action,American Warships
0,45100,Drama,Броненосец «Потёмкин»
35000000,155545279,Comedy,Hannah Montana: The Movie
0,10000000,Comedy,All Night Long
5700000,19300483,Action,Celda 211
250000,56825,Thriller,The Canyons
11000000,593683,Action,Tracers
1200000,7000000,Comedy,The Trouble with Harry
6000000,9000000,Action,3 Strikes
8000000,49000000,Drama,최종병기 활
16000000,50007546,Comedy,The Women
0,1919197,Comedy,Thumbsucker
0,17277,Action,Django
35000000,2106557,Action,Stolen
23000000,12803305,Drama,Marvin's Room
20000000,41627431,Drama,Never Back Down
0,923,Drama,Lady Macbeth
37000000,165335153,Comedy,The Princess Diaries
12000000,6754898,Drama,Running with Scissors
3800000,17804565,Drama,Auf der anderen Seite
325000,1600000,Drama,விசாரணை
2883848,25000000,Comedy,Some Like It Hot
800000,867714,Crime,The Disappearance of Alice Creed
116000000,178127760,Action,Dante's Peak
20000000,132675402,Comedy,Bringing Down the House
21000000,970816,Drama,The Beaver
55000000,9450897,Drama,All the King's Men
5000000,205703818,Horror,Paranormal Activity 3
0,31894,Documentary,Sacco and Vanzetti
44000000,165615285,Crime,Sleepers
31000000,68106245,Crime,Frequency
0,5475058,Drama,The Broken Circle Breakdown
165000000,471222889,Family,Wreck-It Ralph
50000000,151165787,Animation,Planes: Fire & Rescue
190000000,209154322,Adventure,Tomorrowland
0,23803308,Drama,친절한 금자씨
85000000,149044513,Animation,Surf's Up
62000000,1060056,Drama,Lolita
55000000,18626419,Drama,The Fan
50000000,62788218,Action,The Nice Guys
125000000,346864462,Adventure,Trolls
